iter	Logloss
392	0.07463332864
393	0.07462473949
394	0.0746043198
395	0.07459092879
396	0.07457759097
397	0.07456414431
398	0.07454688364
399	0.0745368803
400	0.07452133958
401	0.07451306437
402	0.0745027918
403	0.07449002143
404	0.07448210738
405	0.074467302
406	0.07445834946
407	0.07444686977
408	0.07443772722
409	0.07442627552
410	0.07441520994
411	0.0744067279
412	0.07440113324
413	0.074384155
414	0.07436966236
415	0.07435759247
416	0.07433964321
417	0.07433048039
418	0.07432185301
419	0.07430757118
420	0.07429453369
421	0.07428302237
422	0.07427275211
423	0.07425865796
424	0.07424408837
425	0.07423656678
426	0.07422159816
427	0.07421275026
428	0.07420121191
429	0.07419265103
430	0.07418144084
431	0.07416412157
432	0.0741518914
433	0.07413505064
434	0.0741238572
435	0.07411619007
436	0.07410572938
437	0.07409758776
438	0.07408988687
439	0.07408119026
440	0.07406631795
441	0.07405624409
442	0.07404338834
443	0.07403398225
444	0.07402173703
445	0.07400904815
446	0.07400228065
447	0.07399461941
448	0.07398750256
449	0.07397575344
450	0.0739687211
451	0.07396370546
452	0.07395179189
453	0.07394277646
454	0.07393641295
455	0.07392325378
456	0.07391502712
457	0.07390935106
458	0.07390146987
459	0.07389159445
460	0.073877894
461	0.07387184773
462	0.0738650295
463	0.07385589892
464	0.0738443716
465	0.07382998777
466	0.07381400508
467	0.07380336753
468	0.07379680725
469	0.07378975282
470	0.07378172085
471	0.07376877569
472	0.07376305571
473	0.07375417316
474	0.07374226579
475	0.07373513985
476	0.07372916086
477	0.07372468065
478	0.07371747369
479	0.07371128436
480	0.07370179431
481	0.07369449946
482	0.07368503974
483	0.07367849584
484	0.07367177042
485	0.07366510086
486	0.07365375451
487	0.07364690688
488	0.07363774142
489	0.07362905393
490	0.07362188563
491	0.07361658261
492	0.07361137962
493	0.07360381992
494	0.07359883134
495	0.07359193626
496	0.07358341146
497	0.07357288867
498	0.07356832315
499	0.07355854013
500	0.0735508202
501	0.07354460309
502	0.07353796696
503	0.07353037647
504	0.0735235061
505	0.07351164206
506	0.07350420025
507	0.0734969923
508	0.07349066168
509	0.07348159488
510	0.07347114408
511	0.07346163418
512	0.0734553806
513	0.07344803528
514	0.0734325671
515	0.07342626069
516	0.07341997131
517	0.07341213275
518	0.07340189523
519	0.07339423894
520	0.07338297614
521	0.07337514765
522	0.07336963959
523	0.07336410205
524	0.07335686935
525	0.07334974282
526	0.07334593588
527	0.07333897713
528	0.07333227956
529	0.07332289431
530	0.07331695763
531	0.07330456652
532	0.07329889586
533	0.07329028715
534	0.07328455381
535	0.07327896367
536	0.07327317192
537	0.07326410581
538	0.07325675548
539	0.07325095901
540	0.07324567808
541	0.07324096851
542	0.07323544385
543	0.07322566032
544	0.0732195038
545	0.0732086978
546	0.07320395047
547	0.07319635776
548	0.07319162806
549	0.07318350297
550	0.0731781732
551	0.07317204417
552	0.07316517444
553	0.07315848424
554	0.07315287485
555	0.0731463767
556	0.07313974028
557	0.07313484449
558	0.07312421382
559	0.07311722681
560	0.07310319543
561	0.07309215618
562	0.07308295311
563	0.07307491396
564	0.07306999428
565	0.0730637366
566	0.07305749247
567	0.07305109268
568	0.0730466168
569	0.07304144877
570	0.07303599006
571	0.07303026974
572	0.07302495514
573	0.0730178828
574	0.07300741452
575	0.07299639792
576	0.07299036837
577	0.07298106603
578	0.07296987411
579	0.07296306186
580	0.07295502456
581	0.07294891699
582	0.07294266076
583	0.07293422649
584	0.07292652374
585	0.07292065116
586	0.07291012665
587	0.07290400915
588	0.07289703967
589	0.07289125419
590	0.07288563393
591	0.07287746041
592	0.07287249123
593	0.07286331786
594	0.07285617386
595	0.07285113651
596	0.07284660062
597	0.07283935865
598	0.0728248823
599	0.07281977124
600	0.07281373123
601	0.07280783435
602	0.07280262045
603	0.07279426681
604	0.07278937878
605	0.07277986001
606	0.07277076758
607	0.07276579258
608	0.07275886904
609	0.07274792986
610	0.07274133197
611	0.07273785127
612	0.0727307356
613	0.072724371
614	0.07271731367
615	0.07271219157
616	0.07270705442
617	0.07270264833
618	0.07269682395
619	0.07268905705
620	0.07268303699
621	0.07267737375
622	0.07266931522
623	0.07266419304
624	0.07265411483
625	0.0726485702
626	0.07264294827
627	0.07263619745
628	0.07263073409
629	0.07261758602
630	0.07260938656
631	0.07260441639
632	0.0725958482
633	0.07258915186
634	0.07258190118
635	0.07257497869
636	0.07257091209
637	0.07256306106
638	0.072556682
639	0.07255180076
640	0.07254519851
641	0.07253952948
642	0.07253525596
643	0.0725275599
644	0.07252215602
645	0.07251628747
646	0.0725103879
647	0.07250151145
648	0.07249584518
649	0.07248982864
650	0.07248122295
651	0.0724756996
652	0.07246960738
653	0.07246306289
654	0.07245501535
655	0.07245012955
656	0.07244438054
657	0.07243716885
658	0.07243010912
659	0.07242313518
660	0.0724160732
661	0.07241090624
662	0.07240498291
663	0.07239934865
664	0.07239163711
665	0.07238595156
666	0.0723747259
667	0.0723699024
668	0.07236468326
669	0.07235818262
670	0.07235261389
671	0.0723388711
672	0.07233334126
673	0.07232598269
674	0.07232079263
675	0.07231673769
676	0.07231186762
677	0.07229941057
678	0.07228959109
679	0.07228467684
680	0.07227518776
681	0.07227064633
682	0.07226474667
683	0.07225355171
684	0.07224833395
685	0.07224325825
686	0.07223491962
687	0.07222931596
688	0.07222313089
689	0.07221588023
690	0.07221116345
691	0.07220378084
692	0.07219900177
693	0.07219348407
694	0.0721887917
695	0.07218376747
696	0.07216880778
697	0.07216458519
698	0.07215778136
699	0.07215311085
700	0.07214450766
701	0.07213913775
702	0.0721339328
703	0.07212875878
704	0.07211989918
705	0.07211205316
706	0.07210622565
707	0.07209785513
708	0.07209327132
709	0.07208782711
710	0.07207945709
711	0.07207481556
712	0.07206987192
713	0.07206441965
714	0.07205890085
715	0.07205290624
716	0.07204718517
717	0.07204282508
718	0.07203777333
719	0.07203455266
720	0.07202905773
721	0.07202426748
722	0.07202007786
723	0.07200723263
724	0.07200349649
725	0.07199720535
726	0.07198937334
727	0.07198082735
728	0.07197349919
729	0.07196501214
730	0.07195724142
731	0.07195236515
732	0.07194430791
733	0.07193962583
734	0.07193479816
735	0.07192721268
736	0.07192152184
737	0.07190725031
738	0.07189626413
739	0.0718903676
740	0.07188471477
741	0.07188030472
742	0.07187479858
743	0.07186932753
744	0.07186131827
745	0.07184917138
746	0.07184198024
747	0.07183789476
748	0.07183180844
749	0.07182518172
750	0.07181959664
751	0.0718137568
752	0.07180875726
753	0.07180278121
754	0.07179751449
755	0.07179251991
756	0.07178587603
757	0.07177716245
758	0.07177201683
759	0.07176443932
760	0.07175956188
761	0.07175527239
762	0.07174923499
763	0.07174213505
764	0.07173419166
765	0.07172566231
766	0.07172138572
767	0.07171468382
768	0.07171006532
769	0.07170365486
770	0.07169843466
771	0.0716909714
772	0.07168403994
773	0.07167823999
774	0.07167019227
775	0.07166506978
776	0.07166013193
777	0.0716534705
778	0.0716442057
779	0.07163899373
780	0.07163312692
781	0.0716261527
782	0.07161815204
783	0.07160956494
784	0.0716041204
785	0.07159940842
786	0.07159474785
787	0.07158787158
788	0.07157865362
789	0.07157410118
790	0.07156058534
791	0.07155730494
792	0.07154854174
793	0.0715437305
794	0.07153941745
795	0.07153450208
796	0.07153027772
797	0.07152390771
798	0.07151786323
799	0.07151234324
800	0.07150614189
801	0.07150157194
802	0.07149565231
803	0.07149012754
804	0.07148148569
805	0.07147702684
806	0.07146881781
807	0.07146428848
808	0.07145837134
809	0.07145324276
810	0.07144936116
811	0.07144623376
812	0.07144113241
813	0.0714345225
814	0.07143011433
815	0.07142477536
816	0.07142002193
817	0.07141477837
818	0.07140975505
819	0.07140592799
820	0.07140139467
821	0.07139754638
822	0.07139153768
823	0.07138700592
824	0.07138293342
825	0.07137416775
826	0.07136972225
827	0.07136681014
828	0.07136123308
829	0.07135483729
830	0.07134823141
831	0.07134390492
832	0.07133457429
833	0.07132720292
834	0.07132315028
835	0.07131864791
836	0.07131439819
837	0.07130954726
838	0.07130470179
839	0.07130025684
840	0.07129105509
841	0.07128375209
842	0.07127966455
843	0.07127478583
844	0.07127065368
845	0.07126641247
846	0.07126257729
847	0.07125735036
848	0.07125245478
849	0.07124735339
850	0.07124150426
851	0.07123628197
852	0.07123216047
853	0.07122828903
854	0.07122338796
855	0.07120508993
856	0.0711993711
857	0.07119459283
858	0.07119028064
859	0.07118580924
860	0.07117820451
861	0.07117459674
862	0.07116725817
863	0.07116188256
864	0.07115779114
865	0.0711520356
866	0.0711458425
867	0.07114130745
868	0.07113742595
869	0.07113225605
870	0.07112705058
871	0.0711225768
872	0.07111579237
873	0.0711111656
874	0.07110534017
875	0.07110137357
876	0.07109627981
877	0.07109001049
878	0.07108416608
879	0.07107997572
880	0.07107463282
881	0.07107125029
882	0.07106718151
883	0.0710625746
884	0.07105823676
885	0.07105394185
886	0.07104894364
887	0.07104431316
888	0.0710409619
889	0.07103596848
890	0.0710315214
891	0.07102703551
892	0.07102307645
893	0.07101690018
894	0.07101339367
895	0.07100832465
896	0.07100455522
897	0.07099976775
898	0.07099547729
899	0.07099136676
900	0.07098677251
901	0.07098203745
902	0.07097618186
903	0.07097136086
904	0.0709663983
905	0.07096073209
906	0.07095702689
907	0.0709490636
908	0.07094145709
909	0.07093578496
910	0.07093120529
911	0.07092323193
912	0.07091976748
913	0.0709161726
914	0.0709118094
915	0.07090763207
916	0.07090321752
917	0.07089567099
918	0.0708915597
919	0.07088475565
920	0.07088028497
921	0.07087556577
922	0.07087155726
923	0.07086500404
924	0.07086052105
925	0.07085516436
926	0.07084929743
927	0.07084581782
928	0.07084050816
929	0.07082723452
930	0.07082280011
931	0.07081914188
932	0.07081471378
933	0.07080970966
934	0.07080483123
935	0.07080113444
936	0.0707971974
937	0.07078968235
938	0.07078603843
939	0.07077775471
940	0.07077070754
941	0.07076706127
942	0.07076229226
943	0.07075731593
944	0.07075033686
945	0.07074655707
946	0.0707428714
947	0.07073872023
948	0.0707342571
949	0.07073054388
950	0.07072575779
951	0.07072127731
952	0.07071733888
953	0.07071359017
954	0.07070206518
955	0.07069471837
956	0.07068932158
957	0.07068404939
958	0.07067972802
959	0.07067436027
960	0.07067068562
961	0.07066703678
962	0.07066167938
963	0.07065776359
964	0.07065383269
965	0.07065024211
966	0.0706457261
967	0.07064231921
968	0.07063850613
969	0.07062867298
970	0.07062440027
971	0.07061891755
972	0.07061353883
973	0.07061048012
974	0.07060281122
975	0.07059783934
976	0.07059369935
977	0.07058992738
978	0.07058316161
979	0.07057922994
980	0.07057496578
981	0.07057091407
982	0.07056709599
983	0.07056266475
984	0.07055883487
985	0.07055454167
986	0.07054979727
987	0.0705434041
988	0.07053909065
989	0.07053496663
990	0.07053022456
991	0.07052685741
992	0.07052083754
993	0.07051730981
994	0.07051280343
995	0.07050684586
996	0.07050306045
997	0.07049819022
998	0.07049429656
999	0.0704890161
